Title,Alternative Title,Description,Language,Display Note,B1G Language,Creator,Creator ID,Publisher,Provider,Resource Class,Resource Type,Subject,Theme,Keyword,Temporal Coverage,Date Issued,Index Year,Date Range,Spatial Coverage,Geometry,Bounding Box,Centroid,Georeferenced,GeoNames,Relation,Member Of,Is Part Of,Source,Is Version Of,Replaces,Is Replaced By,Rights,Rights Holder,License,Access Rights,Format,File Size,WxS Identifier,B1G Image,ID,Identifier,Code,Accrual Method,Accrual Periodicity,Date Accessioned,Date Retired,Status,Publication State,Suppressed Record,Child Record,Mediator,Access,Created At,Updated At,Documentation,Download,FeatureServer,FGDC,Harvard Download,HTML,IIIF,ImageServer,Information,ISO19139,Manifest,MapServer,MODS,oEmbed,Index Map,TileServer,WCS,WFS,WMS,COG,PMTiles,XYZ Tiles,WMTS,TileJSON,Tile Map Service
"Land Cover, Derived from the 2006 National Land Cover Database: Indiana","","LAND_COVER_2006_USGS_IN is a grid (30-meter cell size) showing 2006 Land Cover data in Indiana. This grid is a subset of the National Land Cover Data (NLCD 2006) data set. There are 15 categories of land use shown in this data set when the associated layer file (LAND_COVER_2006_USGS_IN.LYR) is loaded. The following is excerpted from metadata provided by the USGS for the NLCD 2006:  ""The National Land Cover Database products are created through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium.  The MRLC Consortium is a partnership of federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture (USDA), the U.S. Forest Service (USFS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (FWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS).  Previously, NLCD consisted of three major data releases based on a 10-year cycle.  These include a circa 1992 conterminous U.S. land cover dataset with one thematic layer (NLCD 1992), a circa 2001 50-state/Puerto Rico updated U.S. land cover database (NLCD 2001) with three layers including thematic land cover, percent imperviousness, and percent tree canopy, and a 1992/2001 Land Cover Change Retrofit Product.  With these national data layers, there is often a 5-year time lag between the image capture date and product release.  In some areas, the land cover can undergo significant change during production time, resulting in products that may be perpetually out of date.  To address these issues, this circa 2006 NLCD land cover product (NLCD 2006) was conceived to meet user community needs for more frequent land cover monitoring (moving to a 5-year cycle) and to reduce the production time between image capture and product release.  NLCD 2006 is designed to provide the user both updated land cover data and additional information that can be used to identify the pattern, nature, and magnitude of changes occurring between 2001 and 2006 for the conterminous United States at medium spatial resolution.  For NLCD 2006, there are 3 primary data products:  1) NLCD 2006 Land Cover map; 2) NLCD 2001/2006 Change Pixels labeled with the 2006 land cover class; and 3) NLCD 2006 Percent Developed Imperviousness.  Four additional data products were developed to provide supporting documentation and to provide information for land cover change analysis tasks:  4) NLCD 2001/2006 Percent Developed Imperviousness Change; 5) NLCD 2001/2006 Maximum Potential Change derived from the raw spectral change analysis; 6) NLCD 2001/2006 From-To Change pixels; and 7) NLCD 2006 Path/Row Index vector file showing the footprint of Landsat scene pairs used to derive 2001/2006 spectral change with change pair acquisition dates and scene identification numbers included in the attribute table.  In addition to the 2006 data products listed in the paragraph above, two of the original release NLCD 2001 data products have been revised and reissued.  Generation of NLCD 2006 data products helped to identify some update issues in the NLCD 2001 land cover and percent developed imperviousness data products.  These issues were evaluated and corrected, necessitating a reissue of NLCD 2001 data products (NLCD 2001 Version 2.0) as part of the NLCD 2006 release.  A majority of NLCD 2001 updates occur in coastal mapping zones where NLCD 2001 was published prior to the National Oceanic and Atmospheric Administration (NOAA) Coastal Change Analysis Program (C-CAP) 2001 land cover products.  NOAA C-CAP 2001 land cover has now been seamlessly integrated with NLCD 2001 land cover for all coastal zones.  NLCD 2001 percent developed imperviousness was also updated as part of this process.  As part of the NLCD 2011 project, NLCD 2006 data products have been revised and reissued (2011 Edition) to provide full compatibility with all other NLCD 2011 Edition products. The 2014 amended version corrects for the over-elimination of small areas of the four developed classes.  Land cover maps, derivatives and all associated documents are considered ""provisional"" until a formal accuracy assessment can be conducted.  The NLCD 2006 is created on a path/row basis and mosaicked to create a seamless national product.  Questions about the NLCD 2006 land cover product can be directed to the NLCD 2006 land cover mapping team at the USGS/EROS, Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.""",eng,"","",Indiana. Geological Survey|United States Geological Survey (USGS),fst00537164|null,"",IndianaMAP,Datasets|Web services,Raster data,State government records,Imagery|Environment,|2022-creator-sprint,2016,2016-01-08,2016,2016-2016,"Indiana|Tippecano County, Indiana|Wabash River, Indiana","POLYGON((-88.1607 41.7753, -84.6882 41.7753, -84.6882 37.7554, -88.1607 37.7554, -88.1607 41.7753))","-88.1607,37.7554,-84.6882,41.7753","39.76535,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Land_Cover_2006.png,d93efb5c-355d-4ac5-8417-803158f5c271,d93efb5c-355d-4ac5-8417-803158f5c271,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:34 -0500,2023-01-26 11:55:59 -0600,,http://maps.indiana.edu/download/Environment/Land_Cover_2006.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
"Land Cover, Derived from the 2011 National Land Cover Database: Indiana","","LAND_COVER_2011_USGS_IN is a grid (30-meter cell size) showing 2011 Land Cover data in Indiana. This grid is a subset of the National Land Cover Data (NLCD 2011) data set. There are 15 categories of land use shown in this data set when the associated layer file (LAND_COVER_2011_USGS_IN.LYR) is loaded. The following is excerpted from metadata provided by the USGS for the NLCD 2011:  ""The National Land Cover Database products are created through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium. The MRLC Consortium is a partnership of Federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture - Forest Service (USDA-FS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (USFWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS). The success of NLCD over nearly two decades is credited to the continuing collaborative spirit of the agencies that make up the MRLC. NLCD 2011 is the most up-to-date iteration of the National Land Cover Database, the definitive Landsat-based, 30-meter resolution land cover database for the Nation. The data in NLCD 2011 are completely integrated with NLCD 2001 (2011 Edition, amended 2014) and NLCD 2006 (2011 Edition, amended 2014).  For NLCD 2011, there are 5 primary data products: 1) NLCD 2011 Land Cover 2) NLCD 2006/2011 Land Cover Change Pixels labeled with the 2011 land cover class 3) NLCD 2011 Percent Developed Imperviousness 4) NLCD 2006/2011 Percent Developed Imperviousness Change Pixels 5) NLCD 2011 Tree Canopy Cover provided by an MRLC partner - the USDA Forest Service Remote Sensing Applications Center.  In addition, ancillary metadata includes the NLCD 2011 Path/Row Index shapefile showing the footprint of Landsat scenes and change analysis pairs used to derive 2006/2011 spectral change. All Landsat scene acquisition dates are included in the shapefile's attribute table. As part of the NLCD 2011 project, NLCD 2001 and 2006 land cover and impervious data products were revised and reissued (2011 Edition, amended 2014) to provide full compatibility with the new NLCD 2011 products. The 2014 amended version corrects for the over-elimination of small areas of the four developed classes.  NLCD Tree Canopy Cover was created using MRLC mapping zones from NLCD 2001 (see Tree Canopy Cover metadata for additional detail). All other NLCD 2011 products were created on a path/row basis and mosaicked to create a seamless national product. Questions about the NLCD 2011 land cover product can be directed to the NLCD 2011 land cover mapping team at the USGS/EROS, Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.""",eng,"","",Indiana. Geological Survey|United States Geological Survey (USGS),fst00537164|null,"",IndianaMAP,Datasets|Web services,Raster data,State government records,Environment,|2022-creator-sprint,2011,2015-09-07,2011,2011-2011,Indiana,"POLYGON((-88.1607 41.7753, -84.6882 41.7753, -84.6882 37.7554, -88.1607 37.7554, -88.1607 41.7753))","-88.1607,37.7554,-84.6882,41.7753","39.76535,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,GeoTIFF,,,http://maps.indiana.edu/images/Environment/Land_Cover_2006.png,67ecbf59-e5ed-4892-b165-f8afc78b41af,67ecbf59-e5ed-4892-b165-f8afc78b41af,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:35 -0500,2023-01-26 11:55:59 -0600,,http://maps.indiana.edu/download/Environment/Land_Cover_2011.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
"Land Cover, Derived from the National Land Cover Database (NLCD 2001): Indiana","","LC2001USGS_IN is a grid (30-meter cell size) showing 2001 land cover data in Indiana. This grid is a subset of the National Land Cover Data (NLCD 2001) data set. There are 15 categories of land use shown in this data set when the associated layer file (LC2001USGS_IN.LYR) is loaded.  The following is excerpted from metadata provided by the USGS for the NLCD 2001 (http://extract.cr.usgs.gov/distmeta/servlet/gov.usgs.edc.MetaBuilder?TYPE=HTML&DATASET=NLCD01LANC&YMAX=39.611501479289956&YMIN=39.611501479289956&XMIN=-76.63165680473374&XMAX=-76.63165680473374):  ""The National Land Cover Database 2001 land cover layer for mapping zone 60 was produced through a cooperative project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium. The MRLC Consortium is a partnership of federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department of Agriculture (USDA) Forest Service (USFS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (FWS), the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS). One of the primary goals of the project is to generate a current, consistent, seamless, and accurate National Land cover Database (NLCD) circa 2001 for the United States at medium spatial resolution. For a detailed definition and discussion on MRLC and the NLCD 2001 products, refer to Homer et al. (2003) and <http://www.mrlc.gov/mrlc2k.asp>.  ""The NLCD 2001 is created by partitioning the U.S. into mapping zones. A total of 66 mapping zones were delineated within the conterminous U.S. based on ecoregion and geographical characteristics, edgematching features and the size requirement of Landsat mosaics. Mapping zone 60 encompasses whole or portions of several states in the mid-Atlantic region, including the states of New Jersey, Delaware, Maryland, Pennsylvania, Virginia, and the District of Columbia. Questions about the NLCD mapping zone 60 can be directed to the NLCD 2001 land cover mapping team at the USGS EROS Data Center (EDC), Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.""",eng,"","",Indiana. Geological Survey|United States Geological Survey (USGS),fst00537164|null,"",IndianaMAP,Datasets|Web services,Raster data,State government records,Imagery|Environment,|2022-creator-sprint,2003,2003-09-01,2003,2003-2003,Indiana,"POLYGON((-88.1607 41.7753, -84.6882 41.7753, -84.6882 37.7554, -88.1607 37.7554, -88.1607 41.7753))","-88.1607,37.7554,-84.6882,41.7753","39.76535,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,GeoTIFF,,,http://maps.indiana.edu/images/Environment/Land_Cover_2001.png,2a274a12-f234-42fd-808c-28c2b63c19cd,2a274a12-f234-42fd-808c-28c2b63c19cd,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:34 -0500,2023-01-26 11:55:59 -0600,,http://maps.indiana.edu/download/Environment/Land_Cover_2001.zip,,,,,,,http://maps.indiana.edu/previewMaps/Environment/Land_Cover_2001.html,,,,,,,,,,,,,,,,
"Land Cover, Derived from the USGS, Version 06-03-99: Indiana","",LNDCV_USGS_IN is a grid showing land cover data in Indiana. This grid is a subset of the National Land Cover Data (NLCD) set. There are eighteen categories of land use shown in this data set when the associated *.avl is loaded.,eng,"","",United States Geological Survey (USGS),null,"",IndianaMAP,Datasets|Web services,Raster data,State government records,Environment,|2022-creator-sprint,2002,2002-04-18,2002,2002-2002,Indiana,"POLYGON((-88.1607 41.7753, -84.6882 41.7753, -84.6882 37.7554, -88.1607 37.7554, -88.1607 41.7753))","-88.1607,37.7554,-84.6882,41.7753","39.76535,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Land_Cover_1992.png,9c17bc2e-5d66-4bf0-86c4-b25773e97e3d,9c17bc2e-5d66-4bf0-86c4-b25773e97e3d,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:35 -0500,2023-01-26 11:55:59 -0600,,http://maps.indiana.edu/download/Environment/Land_Cover_1992.zip,,,,,,,http://maps.indiana.edu/previewMaps/Environment/Land_Cover_1992.html,,,,,,,,,,,,,,,,
Land Parcels Maintained by County Agencies: Indiana,"","THE ACCESS LINKS FOR THIS RECORD WERE REPORTED AS NONFUNCTIONAL. THE RECORD MAY HAVE BEEN RETIRED FROM THE HOST. COUNTY_LAND_PARCELS_IDHS_IN is an ESRI Geodatabase polygon feature class that contains land parcels maintained by county agencies in Indiana, provided by personnel of Indiana Department of Homeland Security (IDHS) as of June 29, 2009, and subsequently updated on September 30, 2009, December 2, 2009, December 28, 2009, February 2, 2010, March 5, 2010, April 6, 2010, October 11, 2010, November 19, 2010, March 22, 2011, September 8, 2011, January 30, 2012, June 8, 2012, August 27, 2012, April 27, 2013, November 22, 2013, January 19, 2014, October 14, 2014, June 22, 2015, and December 17, 2015. This data set was provided by IDHS in ESRI feature class named ""County_Parcels."" These data were compiled by IDHS as part of the IndianaMap Data Sharing Initiative between IGIC, Indiana Office of Technology (IOT), Indiana Geographic Information Office (GIO), Indiana Department of Homeland Security (IDHS), Indiana Geological Survey (IGS) and participating Indiana counties to provide the most accurate framework data (including address points, street centerlines, land parcels, and governmental boundaries) for the citizens of Indiana. More information is available at the following Web URL: http://www.igic.org/news/index.php?itemid=265",eng,"","",Indiana Department of Homeland Security,"","",IndianaMAP,Datasets,Polygon data|Vector data,State government records,Property,Parcels,2015,2015-12-17,2015,2015-2015,Indiana,"POLYGON((-88.0929 41.5403, -84.7052 41.5403, -84.7052 37.7876, -88.0929 37.7876, -88.0929 41.5403))","-88.0929,37.7876,-84.7052,41.5403","39.66395,-86.39905",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,"","",http://maps.indiana.edu/images/Reference/Land_Parcels_County_IDHS.png,27246f49-b3dc-4c0c-b591-6023fbf702f6,27246f49-b3dc-4c0c-b591-6023fbf702f6,09a-01,"","",2019-03-28,2019-11-14,Active,unpublished,false,false,"","",2021-05-07 17:56:27 -0500,2022-11-10 11:03:58 -0600,,http://maps.indiana.edu/download/Reference/Land_Parcels_County_IDHS.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
Land Survey Lines: Indiana,"","LANDSURVEY_SECTIONS_POLY_IN is a 1:24,000-scale polygon shapefile with a projection of Universal Transverse Mercator (UTM) North American Datum (NAD) 1983 zone 16.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,Surveying--Public lands|State government records,Location|Military|Boundaries,Public land survey system|2022-creator-sprint,2002,2002-06-21,2002,2002-2002,Indiana,"POLYGON((-88.1607 41.7753, -84.6882 41.7753, -84.6882 37.7554, -88.1607 37.7554, -88.1607 41.7753))","-88.1607,37.7554,-84.6882,41.7753","39.76535,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Reference/PLSS_Sections.png,a0b3c96d-663f-4ae9-93f8-1fdbca49ff5f,a0b3c96d-663f-4ae9-93f8-1fdbca49ff5f,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:26 -0500,2023-01-26 11:56:00 -0600,,http://maps.indiana.edu/download/Reference/PLSS_Sections.zip,,,,,,,http://maps.indiana.edu/previewMaps/Reference/PLSS_Sections.html,,,,,,,,,,,,,,,,
Libraries: Indiana,"","LIBRARIES_ISL_IN is a point shapefile showing the locations of 528 libraries included in Microsoft Excel spreadsheets that are downloadable from the Web page named ""Public Library Directory Information"" of the Indiana State Library (ISL) (http://www.statelib.lib.in.us/www/isl/ldo/pldir/pldir06.html). The spreadsheets used included ""06acadlib.xls"" (academic libraries), ""plmail2006.xls"" (public libraries), and ""plbranch2006.xls"" (public branch libraries). Using street addresses from the downloaded spreadsheets, shapefiles were created using the ""Geocoding"" tool in ESRI ArcMap 9.2 and street information licensed from Tele Atlas, Dynamap/2000, v. 17.0. The shapefiles were then merged using the ""Merge"" tool in ESRI ArcToolbox.",eng,"","",Indiana. Geological Survey|Indiana State Library,fst00537164|fst00545179,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Society,Libraries|2022-creator-sprint,2000,2007-05-16,2000,2000-2000,Indiana,"POLYGON((-88.1607 41.7753, -84.6882 41.7753, -84.6882 37.7554, -88.1607 37.7554, -88.1607 41.7753))","-88.1607,37.7554,-84.6882,41.7753","39.76535,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Infrastructure/Facilities_Libraries.png,1897924a-ff35-48ef-85ce-894a40b8b2a7,1897924a-ff35-48ef-85ce-894a40b8b2a7,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:23 -0500,2023-01-26 11:56:00 -0600,,http://maps.indiana.edu/download/Infrastructure/Facilities_Libraries.zip,,,,,,,http://maps.indiana.edu/previewMaps/Infrastructure/Facilities_Libraries.html,,,,,,,,,,,,,,,,
Liquefaction Potential of Materials: Indiana,"","EARTHQUAKE_LIQUEFACTION_POTENTIAL_MM81_IN is a polygon shapefile that shows highly generalized categories (low, moderate, and high) of liquefaction potential, based on soil classes of the National Earthquake Hazards Reduction Program (NEHRP).  Low liquefaction potential includes NEHRP Soil Class B (consisting of rock: sandstone, limestone, shale).  Moderate liquefaction potential includes NEHRP Soil Class C (hard or stiff soil, or gravel) and part of NEHRP Soil Class D (stiff soil, stiff clay, and some gravel).  High liquefaction potential includes parts of NEHRP Soil Class D (stiff soil, stiff clay, and some gravel), and all of NEHRP Soil Class E (soft soil and soft to medium clay) and F (lake and river deposits of sand and mud).  The following is excerpted from Indiana Geological Survey Miscellaneous Map 81: ""Liquefaction is a common ground-failure hazard associated with earthquakes. It is defined as the sudden and temporary loss of strength of a water-saturated sediment. This could result in the structural failure of buildings, bridges, and other structures.""",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology,Geology|Earthquakes|2022-creator-sprint,2011,2011-03-21,2011,2011-2011,"Indiana|West Lafayette, Indiana","POLYGON((-88.1607 41.7753, -84.6882 41.7753, -84.6882 37.7554, -88.1607 37.7554, -88.1607 41.7753))","-88.1607,37.7554,-84.6882,41.7753","39.76535,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Seismic_Earthquake_Liquefaction_Potential.png,9c5e7945-0b88-405c-a837-67e28b64fdb7,9c5e7945-0b88-405c-a837-67e28b64fdb7,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:30 -0500,2023-01-26 11:56:00 -0600,,http://maps.indiana.edu/download/Geology/Seismic_Earthquake_Liquefaction_Potential.zip,,,,,,,http://maps.indiana.edu/previewMaps/Geology/Seismic_Earthquake_Liquefaction_Potential.html,,,,,,,,,,,,,,,,
Locations of Operation for Active Industrial Minerals Producers in 2016: Indiana,"","INDUSTRIAL_MINERALS_ACTIVE_2016_IN.SHP is a point shapefile that shows the locations of operation for industrial minerals producers that were active in 2016 in Indiana. These operations extract and (or) produce the following commodities: cement, clay and shale, crushed stone, dimension limestone, dimension sandstone, gypsum, lime, peat, slag, and sand and gravel. The data set contains location, contact information, geologic information, and other relevant information for all industrial minerals operations known to be active in Indiana on 20160415.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Geology,|2022-creator-sprint,2016,2016-05-03,2016,2016-2016,Indiana,"POLYGON((-88.0222 41.7575, -84.7045 41.7575, -84.7045 37.867, -88.0222 37.867, -88.0222 41.7575))","-88.0222,37.867,-84.7045,41.7575","39.81225,-86.36335",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Industrial_Minerals_Sites_2010.png,2dc9b75a-fc39-41db-9629-6cf5e1454071,2dc9b75a-fc39-41db-9629-6cf5e1454071,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:23 -0500,2023-01-26 11:56:00 -0600,,http://maps.indiana.edu/download/Geology/Industrial_Minerals_Sites_2016.zip,,,,,,,http://maps.indiana.edu/previewMaps/Geology/Industrial_Minerals_Sites_2016.html,,,,,,,,,,,,,,,,
Managed Lands: Indiana,"","Managed_Lands_IDNR_IN is an Esri polygon shapefile that contains managed land areas in Indiana, provided by personnel of the Indiana Natural Heritage Data Center, Indiana Department of Natural Resources (INHDC-IDNR) as of February 12, 2018. Attributes include contact information for land managers, as well as whether the land is open to the general public or if access is restricted. For additional information regarding lands owned by federal agencies, local agencies, and non-profit organizations, as well as conservation easements, persons should contact the IDNR Indiana Natural Heritage Data Center (317-232-4052).  The following is excerpted from the metadata provided by INHDC-IDNR for the source shapefile MANAGEDLANDS_DNR_INHD_IN_180212.SHP:  ""ManagedLands_DNR_INHD_IN is a subset of ManagedLandsAll_DNR_INHD_IN, excluding those areas that are listed as conservation easements or listed as closed.  ""ManagedLandsAll_DNR is the Indiana Natural Heritage Data Center Managed Areas dataset. It includes natural and recreation areas which are owned or managed by the Indiana Department of Natural Resources, federal agencies, local agencies, and non-profit organizations. It also includes private lands with Conservation Easements owned by IDNR.  ""NATURAL AREAS THAT ARE NOT OWNED NOR MANAGED BY DNR ARE ADDED AS DATA IS AVAILABLE. IT IS BY NO MEANS A COMPLETE AND COMPREHENSIVE DATASET FOR ALL SUCH AREAS IN THE STATE.  ""The Indiana Natural Heritage Data Center Managed Area Database is a digital, geospatial file containing information on Indiana's significant protected natural areas. All counties in the state are represented.""",eng,"","",Indiana. Department of Natural Resources|Indiana Natural Heritage Data Center,fst01825972|null,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Biology|Environment|Boundaries|Society|Location,|2022-creator-sprint,2018,2018-02-12,2018,2018-2018,"Indiana|Tippecano County, Indiana|Wabash River, Indiana","POLYGON((-88.1348 41.774, -84.7347 41.774, -84.7347 37.7666, -88.1348 37.7666, -88.1348 41.774))","-88.1348,37.7666,-84.7347,41.774","39.7703,-86.43475000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Managed_Lands_IDNR.png,d5fc3e8d-f5b5-4e68-a781-42e3b8e68999,d5fc3e8d-f5b5-4e68-a781-42e3b8e68999,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:24 -0500,2023-01-26 11:56:00 -0600,,http://maps.indiana.edu/download/Environment/Managed_Lands_IDNR.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
Manufactured Gas Plants: Indiana,"","MANUFACTURED_GAS_PLANTS_IDEM_IN is a point shapefile that contains locations of manufactured gas plants (MGPs) in Indiana, provided by personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of June 4, 2009 and subsequently updated on October 20, 2009, and April 16, 2010. The data set provided by IDEM was in an ESRI geodatabase format and the feature class was named ""MGPs.""  The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile MGPs:  ""MGPs produced gas for lighting, heating, and cooking from the 1850������s to the 1940������s.  In addition to producing the desired product, gas, numerous toxic by-products (such as tars and purifier wastes) were often stored in subsurface structures or disposed of in the dump areas at the site.  Significant amounts of contamination usually occurred at these sites due to the nature of gas production and poor housekeeping.  MGPs productions decreased and were phased out in the 1940������s due to the increase network of natural gas pipelines across the country.  These plants were decommissioned by razing the building but leaving subsurface structures and wastes in place.  There are at least 74 known former MGPs in Indiana.""",eng,"","","Indiana Department of Environmental Management, Office of Land Quality",null,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Environment,Fuel|2022-creator-sprint,2010,2010-04-16,2010,2010-2010,"Indiana|West Lafayette, Indiana","POLYGON((-87.4611 41.62, -85.862 41.62, -85.862 39.1867, -87.4611 39.1867, -87.4611 41.62))","-87.4611,39.1867,-85.862,41.62","40.40335,-86.66155",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Remediation_Manufactured_Gas_Plants.png,6ecdc7e8-d81b-4a57-8372-db4e63cb8255,6ecdc7e8-d81b-4a57-8372-db4e63cb8255,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:23 -0500,2023-01-26 11:56:00 -0600,,http://maps.indiana.edu/download/Environment/Remediation_Manufactured_Gas_Plants.zip,,,,,,,http://maps.indiana.edu/previewMaps/Environment/Remediation_Manufactured_Gas_Plants.html,,,,,,,,,,,,,,,,
